Start conv=19, red footprints found: 1
d=1: frontier=12, visited=59, red_footprints=1 (+0), t=0s, mem=0MB
d=1544: frontier=12, visited=636582, red_footprints=1 (+0), t=44s, mem=304MB
d=1545: frontier=12, visited=636847, red_footprints=1 (+0), t=44s, mem=304MB
d=1546: frontier=12, visited=637129, red_footprints=1 (+0), t=44s, mem=304MB
d=1547: frontier=12, visited=637472, red_footprints=1 (+0), t=44s, mem=304MB
d=1548: frontier=12, visited=637787, red_footprints=1 (+0), t=44s, mem=304MB
d=1549: frontier=12, visited=638185, red_footprints=1 (+0), t=44s, mem=304MB
d=1550: frontier=12, visited=638595, red_footprints=1 (+0), t=45s, mem=305MB
d=1551: frontier=12, visited=639037, red_footprints=1 (+0), t=45s, mem=305MB
d=1552: frontier=12, visited=639422, red_footprints=1 (+0), t=45s, mem=305MB
d=1553: frontier=12, visited=639927, red_footprints=1 (+0), t=45s, mem=305MB
d=1554: frontier=12, visited=640450, red_footprints=1 (+0), t=45s, mem=305MB
d=1555: frontier=12, visited=640989, red_footprints=1 (+0), t=45s, mem=306MB
d=1556: frontier=12, visited=641510, red_footprints=1 (+0), t=45s, mem=306MB
d=1557: frontier=12, visited=642002, red_footprints=1 (+0), t=45s, mem=306MB
d=1558: frontier=12, visited=642488, red_footprints=1 (+0), t=45s, mem=306MB
d=1559: frontier=12, visited=642974, red_footprints=1 (+0), t=45s, mem=307MB
d=1560: frontier=12, visited=643509, red_footprints=1 (+0), t=45s, mem=307MB
d=1561: frontier=12, visited=644003, red_footprints=1 (+0), t=45s, mem=307MB
d=1562: frontier=12, visited=644384, red_footprints=1 (+0), t=45s, mem=307MB
d=1563: frontier=12, visited=644781, red_footprints=1 (+0), t=45s, mem=307MB
d=1564: frontier=12, visited=645106, red_footprints=1 (+0), t=45s, mem=308MB
d=1565: frontier=12, visited=645564, red_footprints=1 (+0), t=45s, mem=308MB
d=1566: frontier=12, visited=646033, red_footprints=1 (+0), t=45s, mem=308MB
d=1567: frontier=12, visited=646561, red_footprints=1 (+0), t=45s, mem=308MB
d=1568: frontier=12, visited=647089, red_footprints=1 (+0), t=45s, mem=309MB
d=1569: frontier=12, visited=647584, red_footprints=1 (+0), t=45s, mem=309MB
d=1570: frontier=12, visited=648062, red_footprints=1 (+0), t=45s, mem=309MB
d=1571: frontier=12, visited=648516, red_footprints=1 (+0), t=45s, mem=309MB
d=1572: frontier=12, visited=649024, red_footprints=1 (+0), t=45s, mem=309MB
d=1573: frontier=12, visited=649485, red_footprints=1 (+0), t=45s, mem=310MB
d=1574: frontier=12, visited=650016, red_footprints=1 (+0), t=45s, mem=310MB
d=1575: frontier=12, visited=650486, red_footprints=1 (+0), t=45s, mem=310MB
d=1576: frontier=12, visited=650988, red_footprints=1 (+0), t=45s, mem=310MB
d=1577: frontier=12, visited=651359, red_footprints=1 (+0), t=45s, mem=311MB
d=1578: frontier=12, visited=651820, red_footprints=1 (+0), t=45s, mem=311MB
d=1579: frontier=12, visited=652183, red_footprints=1 (+0), t=45s, mem=311MB
d=1580: frontier=12, visited=652549, red_footprints=1 (+0), t=45s, mem=311MB
d=1581: frontier=12, visited=652911, red_footprints=1 (+0), t=45s, mem=311MB
d=1582: frontier=12, visited=653217, red_footprints=1 (+0), t=45s, mem=311MB
d=1583: frontier=12, visited=653548, red_footprints=1 (+0), t=46s, mem=312MB
d=1584: frontier=12, visited=653872, red_footprints=1 (+0), t=46s, mem=312MB
d=1585: frontier=12, visited=654264, red_footprints=1 (+0), t=46s, mem=312MB
d=1586: frontier=12, visited=654620, red_footprints=1 (+0), t=46s, mem=312MB
d=1587: frontier=12, visited=655026, red_footprints=1 (+0), t=46s, mem=312MB
d=1588: frontier=12, visited=655389, red_footprints=1 (+0), t=46s, mem=313MB
d=1589: frontier=12, visited=655769, red_footprints=1 (+0), t=46s, mem=313MB
d=1590: frontier=12, visited=656063, red_footprints=1 (+0), t=46s, mem=313MB
d=1591: frontier=12, visited=656447, red_footprints=1 (+0), t=46s, mem=313MB
d=1592: frontier=12, visited=656789, red_footprints=1 (+0), t=46s, mem=313MB
d=1593: frontier=12, visited=657174, red_footprints=1 (+0), t=46s, mem=313MB
d=1594: frontier=12, visited=657557, red_footprints=1 (+0), t=46s, mem=314MB
d=1595: frontier=12, visited=657846, red_footprints=1 (+0), t=46s, mem=314MB
d=1596: frontier=12, visited=658147, red_footprints=1 (+0), t=46s, mem=314MB
d=1597: frontier=12, visited=658456, red_footprints=1 (+0), t=46s, mem=314MB
d=1598: frontier=12, visited=658825, red_footprints=1 (+0), t=46s, mem=314MB
d=1599: frontier=12, visited=659186, red_footprints=1 (+0), t=46s, mem=314MB
d=1600: frontier=12, visited=659595, red_footprints=1 (+0), t=46s, mem=315MB
d=1601: frontier=12, visited=660027, red_footprints=1 (+0), t=46s, mem=315MB
d=1602: frontier=12, visited=660503, red_footprints=1 (+0), t=46s, mem=315MB
d=1603: frontier=12, visited=660928, red_footprints=1 (+0), t=46s, mem=315MB
d=1604: frontier=12, visited=661328, red_footprints=1 (+0), t=46s, mem=315MB
d=1605: frontier=12, visited=661750, red_footprints=1 (+0), t=46s, mem=316MB
d=1606: frontier=12, visited=662159, red_footprints=1 (+0), t=46s, mem=316MB
d=1607: frontier=12, visited=662544, red_footprints=1 (+0), t=46s, mem=316MB
d=1608: frontier=12, visited=662924, red_footprints=1 (+0), t=46s, mem=316MB
d=1609: frontier=12, visited=663287, red_footprints=1 (+0), t=46s, mem=316MB
d=1610: frontier=12, visited=663704, red_footprints=1 (+0), t=46s, mem=316MB
d=1611: frontier=12, visited=664055, red_footprints=1 (+0), t=46s, mem=317MB
d=1612: frontier=12, visited=664384, red_footprints=1 (+0), t=46s, mem=317MB
d=1613: frontier=12, visited=664762, red_footprints=1 (+0), t=46s, mem=317MB
d=1614: frontier=12, visited=665055, red_footprints=1 (+0), t=46s, mem=317MB
d=1615: frontier=12, visited=665459, red_footprints=1 (+0), t=46s, mem=317MB
d=1616: frontier=12, visited=665945, red_footprints=1 (+0), t=46s, mem=318MB
d=1617: frontier=12, visited=666469, red_footprints=1 (+0), t=46s, mem=318MB
d=1618: frontier=12, visited=666954, red_footprints=1 (+0), t=46s, mem=318MB
d=1619: frontier=12, visited=667501, red_footprints=1 (+0), t=46s, mem=318MB
d=1620: frontier=12, visited=667997, red_footprints=1 (+0), t=47s, mem=319MB
d=1621: frontier=12, visited=668470, red_footprints=1 (+0), t=47s, mem=319MB
d=1622: frontier=12, visited=668992, red_footprints=1 (+0), t=47s, mem=319MB
d=1623: frontier=12, visited=669447, red_footprints=1 (+0), t=47s, mem=319MB
d=1624: frontier=12, visited=669987, red_footprints=1 (+0), t=47s, mem=319MB
d=1625: frontier=12, visited=670497, red_footprints=1 (+0), t=47s, mem=320MB
d=1626: frontier=12, visited=671048, red_footprints=1 (+0), t=47s, mem=320MB
d=1627: frontier=12, visited=671482, red_footprints=1 (+0), t=47s, mem=320MB
d=1628: frontier=12, visited=671997, red_footprints=1 (+0), t=47s, mem=320MB
d=1629: frontier=12, visited=672489, red_footprints=1 (+0), t=47s, mem=321MB
d=1630: frontier=12, visited=673024, red_footprints=1 (+0), t=47s, mem=321MB
d=1631: frontier=12, visited=673516, red_footprints=1 (+0), t=47s, mem=321MB
d=1632: frontier=12, visited=674057, red_footprints=1 (+0), t=47s, mem=321MB
d=1633: frontier=12, visited=674568, red_footprints=1 (+0), t=47s, mem=322MB
d=1634: frontier=12, visited=675032, red_footprints=1 (+0), t=47s, mem=322MB
d=1635: frontier=12, visited=675559, red_footprints=1 (+0), t=47s, mem=322MB
d=1636: frontier=12, visited=676058, red_footprints=1 (+0), t=47s, mem=322MB
d=1637: frontier=12, visited=676444, red_footprints=1 (+0), t=47s, mem=323MB
d=1638: frontier=12, visited=676855, red_footprints=1 (+0), t=47s, mem=323MB
d=1639: frontier=12, visited=677204, red_footprints=1 (+0), t=47s, mem=323MB
d=1640: frontier=12, visited=677635, red_footprints=1 (+0), t=47s, mem=323MB
d=1641: frontier=12, visited=678110, red_footprints=1 (+0), t=47s, mem=323MB
d=1642: frontier=12, visited=678632, red_footprints=1 (+0), t=47s, mem=324MB
d=1643: frontier=12, visited=679117, red_footprints=1 (+0), t=47s, mem=324MB
d=1644: frontier=12, visited=679657, red_footprints=1 (+0), t=47s, mem=324MB
d=1645: frontier=12, visited=680145, red_footprints=1 (+0), t=47s, mem=324MB
d=1646: frontier=12, visited=680608, red_footprints=1 (+0), t=47s, mem=325MB
d=1647: frontier=12, visited=681095, red_footprints=1 (+0), t=47s, mem=325MB
d=1648: frontier=12, visited=681541, red_footprints=1 (+0), t=47s, mem=325MB
d=1649: frontier=12, visited=682102, red_footprints=1 (+0), t=47s, mem=325MB
d=1650: frontier=12, visited=682602, red_footprints=1 (+0), t=47s, mem=325MB
d=1651: frontier=12, visited=683108, red_footprints=1 (+0), t=48s, mem=326MB
d=1652: frontier=12, visited=683518, red_footprints=1 (+0), t=48s, mem=326MB
d=1653: frontier=12, visited=683907, red_footprints=1 (+0), t=48s, mem=326MB
d=1654: frontier=12, visited=684321, red_footprints=1 (+0), t=48s, mem=326MB
d=1655: frontier=12, visited=684677, red_footprints=1 (+0), t=48s, mem=326MB
d=1656: frontier=12, visited=685086, red_footprints=1 (+0), t=48s, mem=327MB
d=1657: frontier=12, visited=685445, red_footprints=1 (+0), t=48s, mem=327MB
d=1658: frontier=12, visited=685809, red_footprints=1 (+0), t=48s, mem=327MB
d=1659: frontier=12, visited=686227, red_footprints=1 (+0), t=48s, mem=327MB
d=1660: frontier=12, visited=686584, red_footprints=1 (+0), t=48s, mem=327MB
d=1661: frontier=12, visited=686999, red_footprints=1 (+0), t=48s, mem=328MB
d=1662: frontier=12, visited=687448, red_footprints=1 (+0), t=48s, mem=328MB
d=1663: frontier=12, visited=687917, red_footprints=1 (+0), t=48s, mem=328MB
d=1664: frontier=12, visited=688372, red_footprints=1 (+0), t=48s, mem=328MB
d=1665: frontier=12, visited=688826, red_footprints=1 (+0), t=48s, mem=328MB
d=1666: frontier=12, visited=689348, red_footprints=1 (+0), t=48s, mem=329MB
d=1667: frontier=12, visited=689834, red_footprints=1 (+0), t=48s, mem=329MB
d=1668: frontier=12, visited=690371, red_footprints=1 (+0), t=48s, mem=329MB
d=1669: frontier=12, visited=690809, red_footprints=1 (+0), t=48s, mem=329MB
d=1670: frontier=12, visited=691302, red_footprints=1 (+0), t=48s, mem=330MB
d=1671: frontier=12, visited=691736, red_footprints=1 (+0), t=48s, mem=330MB
d=1672: frontier=12, visited=692152, red_footprints=1 (+0), t=48s, mem=330MB
d=1673: frontier=12, visited=692634, red_footprints=1 (+0), t=48s, mem=330MB
d=1674: frontier=12, visited=693066, red_footprints=1 (+0), t=48s, mem=330MB
d=1675: frontier=12, visited=693495, red_footprints=1 (+0), t=48s, mem=331MB
d=1676: frontier=12, visited=693869, red_footprints=1 (+0), t=48s, mem=331MB
d=1677: frontier=12, visited=694264, red_footprints=1 (+0), t=48s, mem=331MB
d=1678: frontier=12, visited=694586, red_footprints=1 (+0), t=48s, mem=331MB
d=1679: frontier=12, visited=694893, red_footprints=1 (+0), t=48s, mem=331MB
d=1680: frontier=12, visited=695223, red_footprints=1 (+0), t=48s, mem=332MB
d=1681: frontier=12, visited=695505, red_footprints=1 (+0), t=48s, mem=332MB
d=1682: frontier=12, visited=695838, red_footprints=1 (+0), t=48s, mem=332MB
d=1683: frontier=12, visited=696134, red_footprints=1 (+0), t=48s, mem=332MB
d=1684: frontier=12, visited=696437, red_footprints=1 (+0), t=48s, mem=332MB
d=1685: frontier=12, visited=696808, red_footprints=1 (+0), t=48s, mem=332MB
d=1686: frontier=12, visited=697163, red_footprints=1 (+0), t=48s, mem=332MB
d=1687: frontier=12, visited=697579, red_footprints=1 (+0), t=49s, mem=333MB
d=1688: frontier=12, visited=697995, red_footprints=1 (+0), t=49s, mem=333MB
d=1689: frontier=12, visited=698439, red_footprints=1 (+0), t=49s, mem=333MB
d=1690: frontier=12, visited=698798, red_footprints=1 (+0), t=49s, mem=333MB
d=1691: frontier=12, visited=699191, red_footprints=1 (+0), t=49s, mem=333MB
d=1692: frontier=12, visited=699593, red_footprints=1 (+0), t=49s, mem=334MB
d=1693: frontier=12, visited=699947, red_footprints=1 (+0), t=49s, mem=334MB
d=1694: frontier=12, visited=700356, red_footprints=1 (+0), t=49s, mem=334MB
d=1695: frontier=12, visited=700714, red_footprints=1 (+0), t=49s, mem=334MB
d=1696: frontier=12, visited=701054, red_footprints=1 (+0), t=49s, mem=334MB
d=1697: frontier=12, visited=701446, red_footprints=1 (+0), t=49s, mem=334MB
d=1698: frontier=12, visited=701803, red_footprints=1 (+0), t=49s, mem=335MB
d=1699: frontier=12, visited=702223, red_footprints=1 (+0), t=49s, mem=335MB
d=1700: frontier=12, visited=702645, red_footprints=1 (+0), t=49s, mem=335MB
d=1701: frontier=12, visited=703095, red_footprints=1 (+0), t=49s, mem=335MB
d=1702: frontier=12, visited=703525, red_footprints=1 (+0), t=49s, mem=335MB
d=1703: frontier=12, visited=703922, red_footprints=1 (+0), t=49s, mem=336MB
d=1704: frontier=12, visited=704334, red_footprints=1 (+0), t=49s, mem=336MB
d=1705: frontier=12, visited=704698, red_footprints=1 (+0), t=49s, mem=336MB
d=1706: frontier=12, visited=705110, red_footprints=1 (+0), t=49s, mem=336MB
d=1707: frontier=12, visited=705496, red_footprints=1 (+0), t=49s, mem=336MB
d=1708: frontier=12, visited=705848, red_footprints=1 (+0), t=49s, mem=337MB
d=1709: frontier=12, visited=706267, red_footprints=1 (+0), t=49s, mem=337MB
d=1710: frontier=12, visited=706663, red_footprints=1 (+0), t=49s, mem=337MB
d=1711: frontier=12, visited=707057, red_footprints=1 (+0), t=49s, mem=337MB
d=1712: frontier=12, visited=707445, red_footprints=1 (+0), t=49s, mem=337MB
d=1713: frontier=12, visited=707893, red_footprints=1 (+0), t=49s, mem=338MB
d=1714: frontier=12, visited=708343, red_footprints=1 (+0), t=49s, mem=338MB
d=1715: frontier=12, visited=708824, red_footprints=1 (+0), t=49s, mem=338MB
d=1716: frontier=12, visited=709362, red_footprints=1 (+0), t=49s, mem=338MB
d=1717: frontier=12, visited=709846, red_footprints=1 (+0), t=49s, mem=338MB
d=1718: frontier=12, visited=710360, red_footprints=1 (+0), t=49s, mem=339MB
d=1719: frontier=12, visited=710755, red_footprints=1 (+0), t=50s, mem=339MB
d=1720: frontier=12, visited=711220, red_footprints=1 (+0), t=50s, mem=339MB
d=1721: frontier=12, visited=711695, red_footprints=1 (+0), t=50s, mem=339MB
d=1722: frontier=12, visited=712214, red_footprints=1 (+0), t=50s, mem=340MB
d=1723: frontier=12, visited=712663, red_footprints=1 (+0), t=50s, mem=340MB
d=1724: frontier=12, visited=713170, red_footprints=1 (+0), t=50s, mem=340MB
d=1725: frontier=12, visited=713634, red_footprints=1 (+0), t=50s, mem=340MB
d=1726: frontier=12, visited=714016, red_footprints=1 (+0), t=50s, mem=340MB
d=1727: frontier=12, visited=714432, red_footprints=1 (+0), t=50s, mem=341MB
d=1728: frontier=12, visited=714791, red_footprints=1 (+0), t=50s, mem=341MB
d=1729: frontier=12, visited=715112, red_footprints=1 (+0), t=50s, mem=341MB
d=1730: frontier=12, visited=715452, red_footprints=1 (+0), t=50s, mem=341MB
d=1731: frontier=12, visited=715747, red_footprints=1 (+0), t=50s, mem=341MB
d=1732: frontier=12, visited=716095, red_footprints=1 (+0), t=50s, mem=341MB
d=1733: frontier=12, visited=716392, red_footprints=1 (+0), t=50s, mem=342MB
d=1734: frontier=12, visited=716701, red_footprints=1 (+0), t=50s, mem=342MB
d=1735: frontier=12, visited=717074, red_footprints=1 (+0), t=50s, mem=342MB
d=1736: frontier=12, visited=717434, red_footprints=1 (+0), t=50s, mem=342MB
d=1737: frontier=12, visited=717850, red_footprints=1 (+0), t=50s, mem=342MB
d=1738: frontier=12, visited=718287, red_footprints=1 (+0), t=50s, mem=343MB
d=1739: frontier=12, visited=718768, red_footprints=1 (+0), t=50s, mem=343MB
d=1740: frontier=12, visited=719244, red_footprints=1 (+0), t=50s, mem=343MB
d=1741: frontier=12, visited=719714, red_footprints=1 (+0), t=50s, mem=343MB
d=1742: frontier=12, visited=720242, red_footprints=1 (+0), t=50s, mem=343MB
d=1743: frontier=12, visited=720737, red_footprints=1 (+0), t=50s, mem=344MB
d=1744: frontier=12, visited=721274, red_footprints=1 (+0), t=50s, mem=344MB
d=1745: frontier=12, visited=721710, red_footprints=1 (+0), t=50s, mem=344MB
d=1746: frontier=12, visited=722199, red_footprints=1 (+0), t=50s, mem=344MB
d=1747: frontier=12, visited=722636, red_footprints=1 (+0), t=50s, mem=345MB
d=1748: frontier=12, visited=723061, red_footprints=1 (+0), t=50s, mem=345MB
d=1749: frontier=12, visited=723544, red_footprints=1 (+0), t=50s, mem=345MB
d=1750: frontier=12, visited=723984, red_footprints=1 (+0), t=50s, mem=345MB
d=1751: frontier=12, visited=724347, red_footprints=1 (+0), t=50s, mem=345MB
d=1752: frontier=12, visited=724744, red_footprints=1 (+0), t=50s, mem=346MB
d=1753: frontier=12, visited=725065, red_footprints=1 (+0), t=51s, mem=346MB
d=1754: frontier=12, visited=725366, red_footprints=1 (+0), t=51s, mem=346MB
d=1755: frontier=12, visited=725686, red_footprints=1 (+0), t=51s, mem=346MB
d=1756: frontier=12, visited=725970, red_footprints=1 (+0), t=51s, mem=346MB
d=1757: frontier=12, visited=726302, red_footprints=1 (+0), t=51s, mem=346MB
d=1758: frontier=12, visited=726607, red_footprints=1 (+0), t=51s, mem=346MB
d=1759: frontier=12, visited=726916, red_footprints=1 (+0), t=51s, mem=347MB
d=1760: frontier=12, visited=727289, red_footprints=1 (+0), t=51s, mem=347MB
d=1761: frontier=12, visited=727649, red_footprints=1 (+0), t=51s, mem=347MB
d=1762: frontier=12, visited=728062, red_footprints=1 (+0), t=51s, mem=347MB
d=1763: frontier=12, visited=728487, red_footprints=1 (+0), t=51s, mem=347MB
d=1764: frontier=12, visited=728955, red_footprints=1 (+0), t=51s, mem=348MB
d=1765: frontier=12, visited=729404, red_footprints=1 (+0), t=51s, mem=348MB
d=1766: frontier=12, visited=729885, red_footprints=1 (+0), t=51s, mem=348MB
d=1767: frontier=12, visited=730417, red_footprints=1 (+0), t=51s, mem=348MB
d=1768: frontier=12, visited=730908, red_footprints=1 (+0), t=51s, mem=349MB
d=1769: frontier=12, visited=731439, red_footprints=1 (+0), t=51s, mem=349MB
d=1770: frontier=12, visited=731873, red_footprints=1 (+0), t=51s, mem=349MB
d=1771: frontier=12, visited=732306, red_footprints=1 (+0), t=51s, mem=349MB
d=1772: frontier=12, visited=732721, red_footprints=1 (+0), t=51s, mem=349MB
d=1773: frontier=12, visited=733196, red_footprints=1 (+0), t=51s, mem=350MB
d=1774: frontier=12, visited=733612, red_footprints=1 (+0), t=51s, mem=350MB
d=1775: frontier=12, visited=733945, red_footprints=1 (+0), t=51s, mem=350MB
d=1776: frontier=12, visited=734325, red_footprints=1 (+0), t=51s, mem=350MB
d=1777: frontier=12, visited=734649, red_footprints=1 (+0), t=51s, mem=350MB
d=1778: frontier=12, visited=734940, red_footprints=1 (+0), t=51s, mem=350MB
d=1779: frontier=12, visited=735241, red_footprints=1 (+0), t=51s, mem=351MB
d=1780: frontier=12, visited=735519, red_footprints=1 (+0), t=51s, mem=351MB
d=1781: frontier=12, visited=735849, red_footprints=1 (+0), t=51s, mem=351MB
d=1782: frontier=12, visited=736151, red_footprints=1 (+0), t=51s, mem=351MB
d=1783: frontier=12, visited=736457, red_footprints=1 (+0), t=51s, mem=351MB
d=1784: frontier=12, visited=736830, red_footprints=1 (+0), t=51s, mem=351MB
d=1785: frontier=12, visited=737190, red_footprints=1 (+0), t=51s, mem=352MB
d=1786: frontier=12, visited=737606, red_footprints=1 (+0), t=51s, mem=352MB
d=1787: frontier=12, visited=738019, red_footprints=1 (+0), t=51s, mem=352MB
